file,scenario,mode,rows,avg_prompt_tokens,avg_output_tokens,avg_total_tokens,avg_latency,avg_ttft,tokens_per_second,peak_gpu_memory_mb,success_rate,avg_score,avg_raw_tool_tokens,avg_injected_tool_tokens,avg_tool_compression_ratio,avg_state_view_tokens,avg_event_count,avg_snapshot_count,avg_branch_saving_ratio,agent_meta_enabled,cache_stats_available,cache_stats_unavailable_reason,cache_total_blocks,cache_agent_sessions,cache_tool_result_blocks,cache_shared_prefix_blocks,cache_scratchpad_blocks,cache_expired_branch_blocks
ttl_priority.csv,ttl-priority,ttl_priority,5,3958.0,498.6,4456.6,11.02986983380033,0.954303383801016,45.95446513176468,-1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,,8823.0,15.0,2758.0,1672.0,1655.0,1648.0
vllm_benchmark.csv,ttl-priority,ttl_priority,5,3958.0,498.6,4456.6,11.02986983380033,0.954303383801016,45.95446513176468,-1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,,8823.0,15.0,2758.0,1672.0,1655.0,1648.0
