scenario,task_id,workload_file,mode,memory_mode,backend,model,round,stage,prompt_tokens,output_tokens,total_tokens,latency,ttft,tokens_per_second,peak_gpu_memory_mb,success,score,failure_reason,passed_checks,total_checks,extractor_effective,extractor_status,extractor_success_count,extractor_failure_count,refill_count,refill_tokens,initial_score,final_score,session_id,history_tokens,full_history_tokens,summary_tokens,state_view_tokens,event_count,memory_delta_count,fact_count,decision_count,artifact_ref_count,snapshot_count,recent_turns,tool_names,early_fact_retention,initial_score,final_score,missing_keywords
long-session,long_session_memory_retention_r33,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,33,reflection,1860,45,1905,1.1381737439996868,0.45013552099953813,39.53702168692127,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,232,232,288,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r34,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,34,reflection,1771,45,1816,1.3215266339993832,0.6406827999999223,34.05152710680896,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,225,225,250,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r35,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,35,tool_calling,1974,58,2032,1.3594394389992885,0.4694150779996562,42.70632465119227,-1,True,1.0,,2,2,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,249,249,250,0,0,0,0,0,0,0,6,calculator,1.0,1.0,1.0,
long-session,long_session_memory_retention_r36,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,36,reflection,1888,58,1946,1.5037366410006143,0.617079377000664,38.57058371697701,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,219,219,277,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r37,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,37,reflection,1884,58,1942,1.3736573229998612,0.4810639830002401,42.22304866641464,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,225,225,273,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r38,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,38,reflection,1944,44,1988,1.4240019249991747,0.7537772859996039,30.89883463466912,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,238,238,294,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r39,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,39,reflection,1880,44,1924,1.2782458279998536,0.6049173569999766,34.42217376046467,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,241,241,265,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r40,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,40,tool_calling,2139,56,2195,1.3770476110003074,0.5176540070006013,40.70950147550125,-1,True,1.0,,2,2,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,269,269,288,0,0,0,0,0,0,0,6,calculator,1.0,1.0,1.0,
long-session,long_session_memory_retention_r41,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,41,reflection,2052,56,2108,1.5146037019994765,0.6614578609996897,36.97336796818377,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,246,246,314,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r42,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,42,reflection,2054,56,2110,1.3756410129999495,0.496487516000343,40.708294875475666,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,246,246,310,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r43,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,43,reflection,2047,42,2089,1.3811288639999475,0.7444612380004401,30.409906776086025,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,240,240,311,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r44,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,44,reflection,2032,42,2074,1.116017907999776,0.4754486709998673,37.63380470773631,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,234,234,313,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r45,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,45,tool_calling,2179,57,2236,1.3873938920005457,0.49997017700025026,41.41177720820529,-1,True,1.0,,2,2,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,258,258,318,0,0,0,0,0,0,0,6,calculator,1.0,1.0,1.0,
long-session,long_session_memory_retention_r46,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,46,reflection,2033,57,2090,1.501580047999596,0.6281122450000112,37.96001423696017,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,232,232,320,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r47,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,47,reflection,2033,57,2090,1.6156815610002013,0.7420916239998405,35.27922913517294,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,227,227,326,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r48,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,48,reflection,1988,43,2031,1.1426354240002183,0.4813321639994683,37.63230081688049,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,231,231,302,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r49,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,49,reflection,1987,43,2030,1.3150406180002392,0.6600717969995458,32.698609770236146,-1,True,1.0,,1,1,False,not_used,0,0,-1,-1,1.0,1.0,long_session_memory_retention,232,232,299,0,0,0,0,0,0,0,6,,1.0,1.0,1.0,
long-session,long_session_memory_retention_r50,benchmarks/tasks/long_session.jsonl,summary_memory,summary_memory,vllm,/home/vip/.cache/huggingface/hub/models--Qwen--Qwen2.5-7B-Instruct/snapshots/a09a35458c702b33eeacc393d103063234e8bc28,50,final_answer,1967,106,2073,2.1259463309997955,0.4709980309999082,49.86014860974879,-1,False,0.583333,answer_keyword:工具结果外置;answer_keyword:任务成功率;required_answer_point:工具结果外置;required_answer_point:任务成功率;required_fact:Event-Sourced Memory,7,12,False,not_used,0,0,-1,-1,0.583333,0.583333,long_session_memory_retention,237,237,290,0,0,0,0,0,0,0,6,,0.8,0.583333,0.583333,Event-Sourced Memory
